episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,18,5,0,1,-30.0,0,0
2,32,8,0,1,-5.0,0,0
3,24,3,1,0,7.0,0,0
4,28,4,1,0,-6.0,0,0
5,18,4,0,1,12.0,0,0
6,13,3,0,1,-7.0,0,0
7,24,4,1,0,31.0,0,0
8,10,3,0,1,-15.0,0,0
9,24,11,0,1,-57.0,0,0
10,16,1,1,0,22.0,0,0
11,24,5,1,0,-11.0,0,0
12,12,3,0,1,-17.0,0,0
13,15,2,1,0,14.0,0,0
14,8,5,0,1,-31.0,0,0
15,20,1,1,0,73.0,0,0
16,19,2,0,1,18.0,0,0
17,14,4,0,1,-6.0,0,0
18,22,4,1,0,-11.0,0,0
19,30,3,1,0,45.0,0,0
20,8,3,0,1,-13.0,0,0
21,22,6,1,0,15.0,0,0
22,28,3,1,0,36.0,0,0
23,20,3,1,0,0.0,0,0
24,30,6,0,1,15.0,0,0
25,17,3,0,1,-11.0,0,0
26,10,0,0,1,23.0,0,0
27,20,6,0,1,-30.0,0,0
28,20,10,0,1,-55.0,0,0
29,28,8,1,0,2.0,0,0
30,7,1,0,1,-5.0,0,0
31,8,1,0,1,5.0,0,0
32,8,2,0,1,-15.0,0,0
33,13,5,0,1,-36.0,0,0
34,6,2,0,1,-24.0,0,0
35,35,3,1,0,29.0,0,0
36,20,6,0,1,-30.0,0,0
37,22,3,1,0,9.0,0,0
38,17,3,1,0,14.0,0,0
39,15,1,1,0,23.0,0,0
40,30,6,1,0,7.0,0,0
41,14,2,1,0,26.0,0,0
42,19,3,1,0,12.0,0,0
43,16,4,1,0,-5.0,0,0
44,25,3,1,0,50.0,0,0
45,19,2,0,1,7.0,0,0
46,25,10,1,0,-57.0,0,0
47,16,4,1,0,-5.0,0,0
48,21,5,1,0,-8.0,0,0
49,27,7,0,1,20.0,0,0
50,25,25,0,5,-255,0,1
50,6,3,0,1,-33.0,0,0
51,22,6,1,0,-29.0,0,0
52,14,3,0,1,-19.0,0,0
53,12,2,0,1,3.0,0,0
54,21,5,0,1,0.0,0,0
55,15,4,1,0,7.0,0,0
56,6,0,0,1,-6.0,0,0
57,21,3,1,0,43.0,0,0
58,7,2,0,1,-14.0,0,0
59,14,1,0,1,10.0,0,0
60,17,1,0,1,29.0,0,0
61,16,6,0,1,-37.0,0,0
62,37,6,0,1,41.0,0,0
63,9,4,0,1,-23.0,0,0
64,21,2,1,0,8.0,0,0
65,33,5,1,0,68.0,0,0
66,36,13,1,0,-51.0,0,0
67,29,9,0,1,-11.0,0,0
68,15,3,1,0,5.0,0,0
69,13,1,1,0,25.0,0,0
70,22,4,1,0,-11.0,0,0
71,23,9,0,1,-38.0,0,0
72,23,8,0,1,-29.0,0,0
73,12,1,1,0,37.0,0,0
74,10,3,0,1,-26.0,0,0
75,11,2,0,1,-7.0,0,0
76,17,4,1,0,-6.0,0,0
77,59,24,0,1,-77.0,0,0
78,24,5,0,1,-3.0,21.317615509033203,0
79,10,3,0,1,-15.0,71.45184922218323,0
80,8,1,0,1,5.0,87.23565292358398,0
81,19,6,0,1,-7.0,115.23123121261597,0
82,8,2,0,1,-15.0,123.11872833967209,0
83,19,1,0,1,16.0,141.425665974617,0
84,13,3,1,0,18.0,153.47111666202545,0
85,27,3,1,0,37.0,174.1709089577198,0
86,26,4,1,0,29.0,191.76637655496597,0
87,46,14,1,0,18.0,227.84997129440308,0
88,25,6,1,0,23.0,246.26296722888947,0
89,16,6,1,0,-23.0,255.65701213479042,0
90,32,3,1,0,43.0,276.623940885067,0
91,10,1,1,0,28.0,285.3338833451271,0
92,21,1,1,0,17.0,298.6018961817026,0
93,16,4,1,0,6.0,310.33947791159153,0
94,9,1,0,1,-7.0,315.61708875745535,0
95,16,2,1,0,13.0,325.92394591122866,0
96,12,2,0,1,3.0,335.2800519838929,0
97,14,2,1,0,15.0,346.5025448128581,0
98,23,5,1,0,-10.0,360.94721184670925,0
99,42,8,1,0,65.0,387.1619362309575,0
100,62,0,5,0,520,0,1
100,18,2,1,0,55.0,398.9936039224267,0
101,34,8,1,0,40.0,419.19480695575476,0
102,33,6,1,0,92.0,443.07788670808077,0
103,24,6,1,0,13.0,460.8995708152652,0
104,11,1,1,0,27.0,468.3610919341445,0
105,38,9,0,1,24.0,490.41961293667555,0
106,11,2,1,0,18.0,496.849808357656,0
107,12,1,1,0,37.0,504.64566960185766,0
108,15,2,1,0,69.0,514.3828991726041,0
