episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,34,6,1,0,58.0,0,0
2,29,7,0,1,18.0,0,0
3,15,3,0,1,13.0,0,0
4,11,8,0,1,-61.0,0,0
5,31,3,1,0,44.0,0,0
6,12,1,1,0,37.0,0,0
7,15,1,1,0,34.0,0,0
8,14,0,1,0,44.0,0,0
9,28,3,0,1,33.0,0,0
10,6,3,0,1,-33.0,0,0
11,12,2,0,1,14.0,0,0
12,6,1,0,1,-15.0,0,0
13,6,3,0,1,-33.0,0,0
14,9,5,0,1,-43.0,0,0
15,16,6,0,1,-37.0,0,0
16,11,2,0,1,4.0,0,0
17,13,1,1,0,36.0,0,0
18,18,5,1,0,-16.0,0,0
19,17,5,1,0,-4.0,0,0
20,33,5,1,0,57.0,0,0
21,17,5,0,1,-7.0,0,0
22,37,9,1,0,17.0,0,0
23,25,3,1,0,50.0,0,0
24,66,16,1,0,13.0,0,0
25,15,2,1,0,14.0,0,0
26,10,5,0,1,-33.0,0,0
27,28,8,1,0,-42.0,0,0
28,32,10,1,0,-31.0,0,0
29,25,3,0,1,47.0,0,0
30,27,3,0,1,34.0,0,0
31,17,5,0,1,-29.0,0,0
32,19,6,1,0,-15.0,0,0
33,58,7,1,0,102.0,0,0
34,15,0,0,1,40.0,0,0
35,13,6,0,1,-45.0,0,0
36,12,2,0,1,-8.0,0,0
37,24,6,0,1,-12.0,0,0
38,27,7,1,0,1.0,0,0
39,33,7,1,0,-5.0,0,0
40,20,2,1,0,9.0,0,0
41,23,7,1,0,5.0,0,0
42,46,13,0,1,13.0,0,0
43,36,13,0,1,-43.0,0,0
44,6,5,0,1,-51.0,0,0
45,6,0,0,1,-6.0,0,0
46,27,5,1,0,30.0,0,0
47,6,3,0,1,-33.0,0,0
48,16,4,1,0,-5.0,0,0
49,12,0,1,0,35.0,0,0
50,39,23,0,5,-119,0,1
50,16,8,1,0,-41.0,0,0
51,39,11,1,0,-3.0,0,0
52,22,4,0,1,-14.0,0,0
53,33,9,1,0,-23.0,0,0
54,6,1,0,1,-15.0,0,0
55,6,3,0,1,-33.0,0,0
56,15,4,0,1,-18.0,0,0
57,7,2,0,1,-14.0,0,0
58,6,0,0,1,-6.0,0,0
59,24,6,1,0,-31.0,0,0
60,10,3,0,1,-15.0,0,0
61,24,7,1,0,4.0,0,0
62,7,2,0,1,-14.0,0,0
63,7,1,0,1,-5.0,0,0
64,7,3,0,1,-23.0,0,0
65,18,6,0,1,-17.0,0,0
66,11,0,1,0,36.0,0,0
67,6,3,0,1,-33.0,0,0
68,6,1,0,1,-15.0,0,0
69,20,4,1,0,-9.0,0,0
70,9,2,0,1,-16.0,0,0
71,30,4,1,0,-8.0,0,0
72,35,8,1,0,28.0,0,0
73,19,7,0,1,-27.0,0,0
74,9,3,0,1,-25.0,0,0
75,12,2,0,1,-8.0,0,0
76,17,3,1,0,3.0,0,0
77,25,6,0,1,-13.0,0,0
78,30,3,0,1,42.0,64.04191637039185,0
79,6,5,0,1,-51.0,77.35630977153778,0
80,10,3,0,1,-15.0,92.60976922512054,0
81,6,1,0,1,-15.0,101.49038445949554,0
82,43,8,1,0,20.0,150.09540647268295,0
83,9,0,0,1,13.0,156.75138014554977,0
84,11,0,1,0,36.0,167.04663753509521,0
85,37,6,1,0,44.0,191.23334286361933,0
86,13,1,1,0,36.0,199.8709466829896,0
87,16,2,1,0,13.0,212.7223735190928,0
88,18,3,1,0,46.0,224.7962403409183,0
89,21,7,1,0,7.0,239.20478946343064,0
90,17,0,1,0,30.0,252.23496276512742,0
91,21,4,1,0,34.0,266.0279305316508,0
92,37,7,1,0,35.0,292.20822271332145,0
93,19,7,1,0,-35.0,306.50230261683464,0
94,18,4,1,0,-7.0,318.50478518009186,0
95,34,7,1,0,49.0,345.3642963729799,0
96,8,2,0,1,-15.0,351.5706182681024,0
97,15,3,0,1,24.0,363.78097964450717,0
98,28,13,1,0,-54.0,383.56107402965426,0
99,19,3,1,0,1.0,397.10397262498736,0
100,62,0,5,0,520,0,1
100,20,6,0,1,-19.0,411.5639097839594,0
101,19,2,1,0,21.0,421.56075393408537,0
102,20,0,1,0,82.0,437.31490670889616,0
103,18,1,1,0,75.0,451.64585184305906,0
104,23,3,1,0,52.0,467.7153724953532,0
105,44,7,0,1,69.0,493.88612212240696,0
106,14,2,1,0,15.0,502.5251272469759,0
107,14,3,1,0,6.0,511.26853634417057,0
