episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,62,0,5,0,520,0,1
0,0,0,0,0,0,0,0
1,16,2,0,1,32.0,0,0
2,8,1,0,1,-6.0,0,0
3,17,6,1,0,-24.0,0,0
4,23,4,0,1,7.0,0,0
5,6,0,0,1,-6.0,0,0
6,6,2,0,1,-24.0,0,0
7,11,4,0,1,-3.0,0,0
8,15,1,1,0,23.0,0,0
9,6,3,0,1,-33.0,0,0
10,15,3,1,0,5.0,0,0
11,18,0,1,0,73.0,0,0
12,18,5,1,0,-16.0,0,0
13,18,3,1,0,13.0,0,0
14,20,4,1,0,2.0,0,0
15,8,5,0,1,-42.0,0,0
16,30,11,0,1,-19.0,0,0
17,6,1,0,1,-15.0,0,0
18,20,2,1,0,20.0,0,0
19,8,2,0,1,-4.0,0,0
20,16,0,1,0,31.0,0,0
21,22,6,0,1,-32.0,0,0
22,35,6,0,1,10.0,0,0
23,12,1,1,0,26.0,0,0
24,13,2,1,0,16.0,0,0
25,34,10,1,0,-33.0,0,0
26,6,1,0,1,-15.0,0,0
27,23,7,0,1,-20.0,0,0
28,13,0,1,0,34.0,0,0
29,20,7,0,1,-17.0,0,0
30,17,4,1,0,49.0,0,0
31,16,1,1,0,22.0,0,0
32,22,2,1,0,7.0,0,0
33,15,3,1,0,5.0,0,0
34,9,4,0,1,-23.0,0,0
35,20,0,1,0,38.0,0,0
36,32,4,1,0,67.0,0,0
37,37,8,1,0,26.0,0,0
38,46,9,1,0,63.0,0,0
39,6,3,0,1,-33.0,0,0
40,14,3,0,1,3.0,0,0
41,8,4,0,1,-33.0,0,0
42,17,1,1,0,21.0,0,0
43,11,4,0,1,-25.0,0,0
44,16,2,1,0,24.0,0,0
45,36,7,1,0,47.0,0,0
46,18,5,0,1,-19.0,0,0
47,40,11,0,1,15.0,0,0
48,16,2,0,1,10.0,0,0
49,27,5,1,0,-25.0,0,0
50,49,3,5,0,286,0,1
50,20,2,1,0,9.0,0,0
51,21,4,0,1,9.0,0,0
52,31,4,0,1,43.0,0,0
53,9,3,0,1,-25.0,0,0
54,24,9,1,0,-58.0,0,0
55,18,7,1,0,-23.0,0,0
56,12,0,1,0,35.0,0,0
57,10,4,0,1,-35.0,0,0
58,9,5,0,1,-43.0,0,0
59,6,3,0,1,-33.0,0,0
60,17,4,0,1,-9.0,0,0
61,24,5,0,1,41.0,0,0
62,14,2,0,1,34.0,0,0
63,18,3,1,0,2.0,0,0
64,21,5,0,1,-22.0,0,0
65,15,2,0,1,11.0,0,0
66,41,7,1,0,-2.0,0,0
67,45,9,1,0,53.0,0,0
68,37,8,0,1,34.0,0,0
69,21,5,1,0,-19.0,0,0
70,29,7,1,0,-1.0,0,0
71,21,5,0,1,-11.0,0,0
72,41,7,1,0,42.0,0,0
73,12,2,1,0,28.0,0,0
74,18,4,1,0,4.0,0,0
75,28,5,1,0,73.0,0,0
76,13,5,0,1,-14.0,0,0
77,28,5,0,1,37.0,0,0
78,15,3,1,0,5.0,37.0554313659668,0
79,30,2,1,0,43.0,115.47735035419464,0
80,27,4,1,0,28.0,155.2630250453949,0
81,25,7,0,1,0.0,182.38957226276398,0
82,22,5,1,0,24.0,206.6207734644413,0
83,16,1,1,0,66.0,221.41509732604027,0
84,15,3,1,0,16.0,236.2656795680523,0
85,10,1,1,0,28.0,244.53611594438553,0
86,13,4,0,1,-5.0,258.01440888643265,0
87,15,5,1,0,-13.0,272.62534338235855,0
88,17,7,0,1,-36.0,285.6371906399727,0
89,23,3,1,0,41.0,304.16238036751747,0
90,10,0,1,0,37.0,311.888920545578,0
91,15,2,1,0,25.0,324.41707871854305,0
92,36,5,1,0,54.0,356.1071892529726,0
93,12,3,1,0,19.0,364.0428250133991,0
94,21,2,1,0,8.0,379.80678854882717,0
