episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,17,4,0,1,13.0,0,0
2,23,6,1,0,-19.0,0,0
3,22,4,0,1,41.0,0,0
4,29,7,0,1,-4.0,0,0
5,14,4,0,1,-17.0,0,0
6,25,9,1,0,-15.0,0,0
7,17,3,1,0,3.0,0,0
8,17,1,0,1,40.0,0,0
9,6,1,0,1,-15.0,0,0
10,27,5,1,0,-14.0,0,0
11,21,5,1,0,-19.0,0,0
12,25,4,1,0,30.0,0,0
13,30,12,1,0,-36.0,0,0
14,28,5,0,1,-7.0,0,0
15,49,3,1,0,147.0,0,0
16,18,4,1,0,4.0,0,0
17,7,1,0,1,-5.0,0,0
18,10,4,0,1,-13.0,0,0
19,6,1,0,1,-15.0,0,0
20,28,8,1,0,-9.0,0,0
21,15,3,1,0,16.0,0,0
22,16,0,0,1,39.0,0,0
23,7,2,0,1,-14.0,0,0
24,20,1,1,0,29.0,0,0
25,23,5,0,1,-24.0,0,0
26,18,1,1,0,20.0,0,0
27,18,3,1,0,2.0,0,0
28,6,2,0,1,-24.0,0,0
29,22,1,1,0,16.0,0,0
30,7,2,0,1,-14.0,0,0
31,18,5,1,0,-16.0,0,0
32,14,0,1,0,44.0,0,0
33,10,0,1,0,37.0,0,0
34,17,4,1,0,-6.0,0,0
35,20,7,0,1,-39.0,0,0
36,10,0,1,0,37.0,0,0
37,6,2,0,1,-24.0,0,0
38,10,0,0,1,12.0,0,0
39,7,3,0,1,-23.0,0,0
40,25,7,0,1,-22.0,0,0
41,6,3,0,1,-33.0,0,0
42,25,1,1,0,68.0,0,0
43,32,12,1,0,-38.0,0,0
44,11,4,0,1,-25.0,0,0
45,25,9,0,1,-18.0,0,0
46,16,2,1,0,24.0,0,0
47,34,9,0,1,39.0,0,0
48,29,8,0,1,9.0,0,0
49,6,0,0,1,-6.0,0,0
50,62,0,5,0,520,0,1
50,21,5,1,0,-19.0,0,0
51,34,11,0,1,10.0,0,0
52,9,2,0,1,-5.0,0,0
53,6,2,0,1,-24.0,0,0
54,6,0,0,1,-6.0,0,0
55,28,1,1,0,153.0,0,0
56,17,3,0,1,11.0,0,0
57,12,1,0,1,-10.0,0,0
58,12,2,0,1,-19.0,0,0
59,9,3,0,1,-25.0,0,0
60,27,5,0,1,27.0,0,0
61,12,2,1,0,17.0,0,0
62,29,9,0,1,-55.0,0,0
63,19,3,0,1,9.0,0,0
64,9,1,0,1,4.0,0,0
65,9,1,0,1,-7.0,0,0
66,15,3,1,0,5.0,0,0
67,16,2,1,0,24.0,0,0
68,21,3,1,0,-1.0,0,0
69,12,2,1,0,17.0,0,0
70,15,1,1,0,23.0,0,0
71,14,4,0,1,-28.0,0,0
72,20,4,1,0,-9.0,0,0
73,35,10,1,0,-34.0,0,0
74,14,5,0,1,-37.0,0,0
75,13,3,1,0,7.0,0,0
76,21,2,1,0,19.0,0,0
77,10,2,0,1,-17.0,0,0
78,22,5,1,0,-9.0,0,0
79,26,2,1,0,47.0,0,0
80,6,0,0,1,-6.0,0,0
81,21,6,1,0,-28.0,0,0
82,8,4,0,1,-33.0,0,0
83,18,1,1,0,64.0,0,0
84,22,4,1,0,-11.0,0,0
85,21,7,0,1,-40.0,5.580833435058594,0
86,17,2,1,0,23.0,90.93791508674622,0
87,12,3,0,1,16.0,116.32555437088013,0
88,12,0,1,0,35.0,130.99008202552795,0
89,29,7,1,0,43.0,165.12166333198547,0
90,19,7,0,1,-5.0,186.99127572774887,0
91,21,5,1,0,36.0,209.52279415726662,0
92,22,4,1,0,33.0,231.64624392986298,0
93,24,5,1,0,22.0,256.88869258761406,0
94,41,9,0,1,21.0,302.6388402879238,0
95,11,1,0,1,13.0,312.86771696805954,0
96,16,6,1,0,-23.0,326.93273817002773,0
97,14,2,1,0,15.0,339.90117402374744,0
98,28,4,0,1,35.0,367.98857605457306,0
99,22,2,1,0,62.0,392.36380806565285,0
100,62,0,5,0,520,0,1
100,40,9,0,1,77.0,427.49967443943024,0
101,19,4,1,0,-8.0,441.3977503925562,0
102,16,5,0,1,-17.0,455.3517455905676,0
103,21,3,1,0,-1.0,475.44043220579624,0
104,13,0,1,0,34.0,484.9394056349993,0
105,14,2,1,0,26.0,496.49129547178745,0
106,26,0,1,0,120.0,518.0878635197878,0
107,16,1,1,0,33.0,533.3969596475363,0
108,10,0,1,0,48.0,541.9717742949724,0
109,21,0,0,1,89.0,561.6073221117258,0
