episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,35,6,1,0,57.0,0,0
2,13,1,1,0,25.0,0,0
3,18,6,0,1,-39.0,0,0
4,22,2,1,0,18.0,0,0
5,22,4,1,0,-11.0,0,0
6,21,8,0,1,-27.0,0,0
7,38,7,0,1,53.0,0,0
8,17,3,0,1,22.0,0,0
9,37,11,0,1,7.0,0,0
10,17,4,0,1,13.0,0,0
11,20,4,1,0,2.0,0,0
12,19,4,0,1,-11.0,0,0
13,48,16,1,0,-90.0,0,0
14,28,6,0,1,-16.0,0,0
15,6,2,0,1,-24.0,0,0
16,15,3,1,0,16.0,0,0
17,13,2,0,1,2.0,0,0
18,30,10,0,1,-32.0,0,0
19,20,3,1,0,11.0,0,0
20,59,15,1,0,40.0,0,0
21,8,0,0,1,3.0,0,0
22,20,6,1,0,-16.0,0,0
23,27,4,1,0,-5.0,0,0
24,6,0,0,1,-6.0,0,0
25,30,5,0,1,-9.0,0,0
26,7,3,0,1,-23.0,0,0
27,14,2,0,1,23.0,0,0
28,22,4,1,0,-11.0,0,0
29,21,1,1,0,61.0,0,0
30,21,7,0,1,-18.0,0,0
31,14,3,0,1,14.0,0,0
32,14,2,0,1,1.0,0,0
33,16,0,1,0,31.0,0,0
34,9,2,0,1,-5.0,0,0
35,7,1,0,1,-5.0,0,0
36,12,3,0,1,-17.0,0,0
37,23,3,1,0,41.0,0,0
38,18,4,1,0,-7.0,0,0
39,21,2,1,0,19.0,0,0
40,15,4,0,1,-7.0,0,0
41,6,1,0,1,-15.0,0,0
42,14,1,0,1,10.0,0,0
43,43,3,1,0,120.0,0,0
44,14,4,0,1,-17.0,0,0
45,6,1,0,1,-15.0,0,0
46,14,4,0,1,-17.0,0,0
47,23,3,1,0,41.0,0,0
48,19,2,0,1,29.0,0,0
49,16,4,1,0,-5.0,0,0
50,25,25,0,5,-255,0,1
50,6,3,0,1,-33.0,0,0
51,15,2,0,1,33.0,0,0
52,11,4,0,1,-25.0,0,0
53,16,3,1,0,15.0,0,0
54,6,0,0,1,-6.0,0,0
55,41,14,0,1,9.0,0,0
56,14,3,1,0,6.0,0,0
57,6,0,0,1,-6.0,0,0
58,14,4,0,1,-17.0,0,0
59,7,1,0,1,-5.0,0,0
60,20,3,0,1,19.0,0,0
61,21,3,1,0,-1.0,0,0
62,9,1,1,0,29.0,0,0
63,24,4,0,1,39.0,0,0
64,16,2,0,1,10.0,0,0
65,34,9,1,0,-13.0,0,0
66,11,2,0,1,-18.0,0,0
67,15,1,1,0,23.0,0,0
68,21,4,0,1,9.0,0,0
69,7,1,0,1,-5.0,0,0
70,13,0,1,0,34.0,0,0
71,13,3,0,1,-18.0,0,0
72,15,3,1,0,5.0,0,0
73,16,2,1,0,13.0,0,0
74,39,10,0,1,-19.0,0,0
75,23,5,1,0,-10.0,0,0
76,12,1,0,1,34.0,0,0
77,13,5,0,1,-25.0,0,0
78,14,2,1,0,15.0,0,0
79,6,1,0,1,-15.0,0,0
80,10,1,0,1,-8.0,0,0
81,6,1,0,1,-15.0,0,0
82,21,2,1,0,19.0,0,0
83,9,2,0,1,-5.0,20.825684547424316,0
84,14,2,1,0,15.0,91.55716633796692,0
85,10,3,0,1,-4.0,110.89658200740814,0
86,8,3,0,1,-13.0,122.34708940982819,0
87,14,3,0,1,3.0,137.11641895771027,0
88,18,4,0,1,12.0,155.72972348332405,0
89,29,8,1,0,-10.0,178.5557286441326,0
90,9,0,0,1,13.0,183.59482982754707,0
91,15,2,1,0,14.0,196.8506901562214,0
92,23,5,1,0,23.0,217.3581228852272,0
93,47,5,1,0,131.0,251.86107316613197,0
94,17,0,1,0,41.0,262.37448635697365,0
95,21,3,1,0,-1.0,276.4155344367027,0
96,30,4,1,0,69.0,294.8958140462637,0
97,15,0,1,0,76.0,306.45983938872814,0
98,9,0,1,0,38.0,312.5506553500891,0
99,13,1,1,0,25.0,322.4178165048361,0
100,62,0,5,0,520,0,1
100,7,3,0,1,-23.0,326.8300359994173,0
101,14,3,1,0,6.0,336.4747867435217,0
102,14,4,0,1,-17.0,348.7542264610529,0
103,14,3,0,1,3.0,358.85708855092525,0
104,11,0,1,0,47.0,366.1185612529516,0
105,14,1,0,1,10.0,376.1258814483881,0
106,11,1,1,0,38.0,383.17642740160227,0
107,18,5,1,0,-5.0,395.54400200396776,0
108,18,2,1,0,22.0,409.3284021541476,0
109,20,2,1,0,53.0,423.62026952952147,0
