episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,35,6,1,0,57.0,0,0
2,25,5,1,0,21.0,0,0
3,6,3,0,1,-33.0,0,0
4,20,2,1,0,9.0,0,0
5,20,2,1,0,9.0,0,0
6,14,2,1,0,26.0,0,0
7,11,5,0,1,-45.0,0,0
8,25,5,1,0,32.0,0,0
9,15,3,1,0,5.0,0,0
10,15,3,0,1,2.0,0,0
11,18,6,1,0,-25.0,0,0
12,13,1,1,0,25.0,0,0
13,6,1,0,1,-15.0,0,0
14,17,4,0,1,13.0,0,0
15,20,4,1,0,2.0,0,0
16,19,4,0,1,-11.0,0,0
17,38,13,1,0,-64.0,0,0
18,22,2,1,0,18.0,0,0
19,17,6,0,1,-49.0,0,0
20,6,1,0,1,-15.0,0,0
21,44,7,1,0,83.0,0,0
22,14,6,0,1,-46.0,0,0
23,26,4,1,0,40.0,0,0
24,23,4,1,0,32.0,0,0
25,30,8,1,0,0.0,0,0
26,20,4,1,0,-9.0,0,0
27,29,6,1,0,8.0,0,0
28,12,2,0,1,-8.0,0,0
29,25,8,1,0,5.0,0,0
30,12,2,0,1,-19.0,0,0
31,14,2,0,1,23.0,0,0
32,26,6,1,0,11.0,0,0
33,38,8,0,1,66.0,0,0
34,28,5,0,1,37.0,0,0
35,16,0,1,0,31.0,0,0
36,9,2,0,1,-5.0,0,0
37,8,1,0,1,-6.0,0,0
38,27,3,1,0,48.0,0,0
39,19,3,1,0,45.0,0,0
40,19,2,1,0,21.0,0,0
41,26,4,0,1,26.0,0,0
42,6,2,0,1,-24.0,0,0
43,28,3,1,0,80.0,0,0
44,11,0,1,0,36.0,0,0
45,22,2,1,0,18.0,0,0
46,8,2,0,1,-15.0,0,0
47,6,1,0,1,-15.0,0,0
48,15,4,0,1,-7.0,0,0
49,41,6,0,1,103.0,0,0
50,25,25,0,5,-255,0,1
50,17,4,1,0,5.0,0,0
51,20,4,0,1,21.0,0,0
52,20,5,1,0,-7.0,0,0
53,12,2,0,1,3.0,0,0
54,24,6,1,0,13.0,0,0
55,18,8,0,1,-35.0,0,0
56,13,2,1,0,16.0,0,0
57,7,0,0,1,4.0,0,0
58,14,4,0,1,-17.0,0,0
59,7,1,0,1,-5.0,0,0
60,20,3,0,1,19.0,0,0
61,15,3,1,0,5.0,0,0
62,19,2,1,0,65.0,0,0
63,31,4,1,0,24.0,0,0
64,23,3,1,0,8.0,0,0
65,21,5,0,1,0.0,0,0
66,20,2,1,0,20.0,0,0
67,24,2,1,0,49.0,0,0
68,7,1,0,1,-5.0,0,0
69,26,4,0,1,48.0,0,0
70,17,5,1,0,-4.0,0,0
71,13,3,1,0,7.0,0,0
72,24,5,1,0,-11.0,0,0
73,15,5,0,1,-27.0,0,0
74,48,8,0,1,89.0,0,0
75,16,2,1,0,24.0,0,0
76,6,1,0,1,-15.0,0,0
77,12,3,0,1,-6.0,0,0
78,18,1,1,0,20.0,0,0
79,14,2,0,1,1.0,39.12104654312134,0
80,14,2,1,0,15.0,79.22703886032104,0
81,10,3,0,1,-4.0,96.29111576080322,0
82,8,3,0,1,-13.0,107.08618301153183,0
83,14,3,0,1,3.0,127.49571305513382,0
84,18,4,0,1,12.0,149.14638715982437,0
85,38,8,0,1,33.0,183.3551862835884,0
86,15,2,1,0,14.0,199.536346077919,0
87,13,1,1,0,25.0,211.62896344065666,0
88,64,10,1,0,157.0,267.64971343427896,0
89,39,6,0,1,39.0,294.6422226950526,0
90,10,0,1,0,37.0,300.6750612780452,0
91,15,1,1,0,23.0,311.9544264227152,0
92,19,0,1,0,116.0,326.3744283616543,0
93,14,1,1,0,35.0,337.0547727942467,0
94,19,4,1,0,-8.0,351.9764855504036,0
95,30,8,0,1,-3.0,377.6990176588297,0
96,16,1,1,0,22.0,391.8004570454359,0
97,16,1,1,0,33.0,404.5477254539728,0
98,25,7,1,0,3.0,425.66965259611607,0
99,44,5,1,0,101.0,458.5768200531602,0
100,62,0,5,0,520,0,1
100,10,3,0,1,-15.0,466.2178695574403,0
101,22,6,1,0,15.0,483.5091885998845,0
102,17,1,1,0,32.0,496.44677237421274,0
103,33,4,1,0,121.0,524.041883982718,0
104,16,4,0,1,3.0,538.3603834882379,0
105,24,5,1,0,22.0,555.2254944108427,0
106,44,5,1,0,101.0,586.430873144418,0
107,20,4,1,0,35.0,601.2701558060944,0
108,20,2,1,0,53.0,615.1678884513676,0
