episode,step_count,wall_collisions,box_collisions,endless_loops,reward,train_loss,validation
0,25,25,0,5,-255,0,1
0,0,0,0,0,0,0,0
1,18,5,0,1,-30.0,0,0
2,22,6,1,0,-18.0,0,0
3,10,3,0,1,-15.0,0,0
4,24,3,1,0,7.0,0,0
5,20,2,0,1,6.0,0,0
6,19,5,1,0,-17.0,0,0
7,19,2,0,1,7.0,0,0
8,10,2,1,0,19.0,0,0
9,19,3,1,0,12.0,0,0
10,6,3,0,1,-33.0,0,0
11,17,3,1,0,3.0,0,0
12,6,3,0,1,-33.0,0,0
13,15,2,1,0,14.0,0,0
14,29,9,0,1,-22.0,0,0
15,9,2,0,1,-5.0,0,0
16,15,2,1,0,14.0,0,0
17,7,5,0,1,-41.0,0,0
18,13,0,1,0,34.0,0,0
19,26,3,0,1,46.0,0,0
20,14,4,0,1,-6.0,0,0
21,61,10,0,1,91.0,0,0
22,47,8,1,0,115.0,0,0
23,20,3,1,0,0.0,0,0
24,21,3,1,0,-1.0,0,0
25,12,0,0,1,21.0,0,0
26,17,3,0,1,-11.0,0,0
27,21,2,1,0,19.0,0,0
28,9,3,0,1,-25.0,0,0
29,21,11,0,1,-65.0,0,0
30,6,1,0,1,-15.0,0,0
31,19,3,1,0,45.0,0,0
32,10,0,0,1,1.0,0,0
33,8,2,0,1,-4.0,0,0
34,8,2,0,1,-15.0,0,0
35,14,5,0,1,-37.0,0,0
36,6,1,0,1,-15.0,0,0
37,36,2,1,0,48.0,0,0
38,18,6,0,1,-28.0,0,0
39,21,3,1,0,-1.0,0,0
40,16,3,1,0,4.0,0,0
41,16,0,1,0,31.0,0,0
42,46,7,1,0,81.0,0,0
43,19,3,1,0,1.0,0,0
44,15,5,1,0,-13.0,0,0
45,12,2,1,0,17.0,0,0
46,26,1,1,0,23.0,0,0
47,6,3,0,1,-33.0,0,0
48,42,11,1,0,5.0,0,0
49,32,7,1,0,7.0,0,0
50,25,25,0,5,-255,0,1
50,10,3,0,1,-15.0,0,0
51,6,3,0,1,-33.0,0,0
52,6,3,0,1,-33.0,0,0
53,20,4,1,0,-9.0,0,0
54,13,4,0,1,-27.0,0,0
55,12,2,0,1,3.0,0,0
56,21,5,0,1,0.0,0,0
57,14,4,1,0,-3.0,0,0
58,6,1,0,1,-15.0,0,0
59,16,2,1,0,13.0,0,0
60,13,3,0,1,4.0,0,0
61,14,1,0,1,10.0,0,0
62,18,3,0,1,-1.0,0,0
63,15,5,0,1,-27.0,0,0
64,6,3,0,1,-33.0,0,0
65,16,1,1,0,22.0,0,0
66,15,2,0,1,11.0,0,0
67,9,4,0,1,-23.0,0,0
68,26,2,1,0,47.0,0,0
69,19,6,1,0,-26.0,0,0
70,28,7,1,0,11.0,0,0
71,19,6,0,1,-29.0,0,0
72,28,8,0,1,-1.0,0,0
73,26,3,1,0,49.0,0,0
74,34,8,1,0,-15.0,0,0
75,12,3,0,1,-6.0,0,0
76,14,2,0,1,12.0,0,0
77,9,4,0,1,-23.0,0,0
78,11,1,1,0,27.0,0,0
79,11,4,0,1,-36.0,0,0
80,21,5,1,0,-19.0,0,0
81,14,4,1,0,-3.0,0,0
82,27,11,1,0,-68.0,0,0
83,28,7,1,0,0.0,0,0
84,15,4,0,1,-7.0,0,0
85,6,1,0,1,-15.0,6.504240036010742,0
86,10,3,0,1,-15.0,82.59796619415283,0
87,31,9,0,1,-13.0,143.01249730587006,0
88,6,2,0,1,-24.0,150.43553912639618,0
89,16,1,0,1,8.0,172.26676273345947,0
90,12,3,1,0,8.0,187.42336511611938,0
91,36,6,1,0,45.0,219.43378549814224,0
92,64,15,1,0,68.0,273.01285284757614,0
93,12,0,1,0,35.0,283.63217809796333,0
94,20,6,1,0,-27.0,299.60828936100006,0
95,27,5,1,0,19.0,320.9136987179518,0
96,19,3,1,0,12.0,333.5393753796816,0
97,51,4,0,1,111.0,375.0111588984728,0
98,16,2,1,0,13.0,388.76248575001955,0
99,11,2,0,1,-7.0,395.21124190092087,0
100,62,0,5,0,520,0,1
100,16,2,1,0,24.0,405.91249525919557,0
101,21,3,1,0,10.0,421.11410768702626,0
102,17,5,1,0,-15.0,433.7923795469105,0
103,15,1,1,0,34.0,445.1464610286057,0
104,20,5,1,0,26.0,457.713672015816,0
105,23,3,1,0,41.0,478.1709213294089,0
106,15,5,1,0,-13.0,488.8937111534178,0
107,13,3,1,0,18.0,498.14415488019586,0
108,13,3,1,0,7.0,511.81425261870027,0
109,12,2,1,0,28.0,520.4934839121997,0
