,model_name,actions,x_pos,y_pos,q0,q1,q2
574,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,494,2,21.410685,6.5538397,13.718883
575,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,494,1,-15.485642,2.8951743,16.730091
576,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,2,494,0,-14.471676,5.9142737,31.06304
577,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,495,0,43.902565,10.529869,10.744409
578,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,496,0,41.052853,-14.921718,5.6762376
579,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,497,0,43.565468,25.701874,12.007091
580,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,498,0,40.51854,34.0917,12.311835
581,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,499,0,44.848583,32.05444,12.020445
582,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,500,0,34.139748,23.289728,9.417458
583,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,501,0,34.312943,32.175327,10.417146
584,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,501,1,28.679422,28.991108,8.213241
585,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,502,1,38.824104,23.139294,21.850973
586,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,503,1,38.693,25.11742,16.557037
587,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,1,503,2,27.8279,30.965513,-5.634487
588,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,504,2,46.201054,19.814398,23.742315
589,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,505,2,36.93802,20.277431,15.973289
590,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,506,2,39.801907,19.019571,25.154613
591,exp0-nov2023_comp_plain-seed_0-mode_camera-vision,0,507,2,43.217136,18.953922,16.31226
